,formula,gfa
2290,Co32Gd68,1
2291,Co31Gd69,1
2292,Co30Gd70,1
2293,Co29Gd71,1
2294,Co28Gd72,0
2295,Co27Gd73,0
2296,Co26Gd74,0
2297,Co25Gd75,0
2298,Co24Gd76,0
2299,Co23Gd77,0
2300,Co22Gd78,0
2301,Co21Gd79,0
2302,Co20Gd80,0
2303,Co19Gd81,0
2304,Co18Gd82,0
2305,Co17Gd83,0
2306,Co16Gd84,0
2307,Co15Gd85,0
2308,Co14Gd86,0
2309,Co13Gd87,0
2310,Co12Gd88,0
2311,Co11Gd89,0
2312,Co10Gd90,0
2313,Co9Gd91,0
2314,Co8Gd92,0
2315,Co7Gd93,0
2316,Co6Gd94,0
2317,Co5Gd95,0
2318,Co4Gd96,0
2319,Co3Gd97,0
2320,Co2Gd98,0
2321,Co1Gd99,0
2322,Co0Gd100,0
2323,Co100Tb0,0
2324,Co99Tb1,0
2325,Co98Tb2,0
2326,Co97Tb3,0
2327,Co96Tb4,0
2328,Co95Tb5,0
2329,Co94Tb6,0
2330,Co93Tb7,0
2331,Co92Tb8,0
2332,Co91Tb9,0
2333,Co90Tb10,0
2334,Co89Tb11,0
2335,Co88Tb12,0
2336,Co87Tb13,0
2337,Co86Tb14,0
2338,Co85Tb15,0
2339,Co84Tb16,0
2340,Co83Tb17,0
2341,Co82Tb18,0
2342,Co81Tb19,0
2343,Co80Tb20,0
2344,Co79Tb21,0
2345,Co78Tb22,0
2346,Co77Tb23,0
2347,Co76Tb24,0
2348,Co75Tb25,0
2349,Co74Tb26,0
2350,Co73Tb27,0
2351,Co72Tb28,0
2352,Co71Tb29,0
2353,Co70Tb30,0
2354,Co69Tb31,0
2355,Co68Tb32,0
2356,Co67Tb33,0
2357,Co66Tb34,0
2358,Co65Tb35,0
2359,Co64Tb36,0
2360,Co63Tb37,0
2361,Co62Tb38,0
2362,Co61Tb39,0
2363,Co60Tb40,0
2364,Co59Tb41,0
2365,Co58Tb42,0
2366,Co57Tb43,0
2367,Co56Tb44,0
2368,Co55Tb45,1
2369,Co54Tb46,1
2370,Co53Tb47,1
2371,Co52Tb48,1
2372,Co51Tb49,1
2373,Co50Tb50,1
2374,Co49Tb51,1
2375,Co48Tb52,1
2376,Co47Tb53,1
2377,Co46Tb54,1
2378,Co45Tb55,1
2379,Co44Tb56,1
2380,Co43Tb57,1
2381,Co42Tb58,1
2382,Co41Tb59,1
2383,Co40Tb60,1
2384,Co39Tb61,1
2385,Co38Tb62,1
2386,Co37Tb63,1
2387,Co36Tb64,1
2388,Co35Tb65,1
2389,Co34Tb66,0
2390,Co33Tb67,0
2391,Co32Tb68,0
2392,Co31Tb69,0
2393,Co30Tb70,0
2394,Co29Tb71,0
2395,Co28Tb72,0
2396,Co27Tb73,0
2397,Co26Tb74,0
2398,Co25Tb75,0
2399,Co24Tb76,0
2400,Co23Tb77,0
2401,Co22Tb78,0
2402,Co21Tb79,0
2403,Co20Tb80,0
2404,Co19Tb81,0
2405,Co18Tb82,0
2406,Co17Tb83,0
2407,Co16Tb84,0
2408,Co15Tb85,0
2409,Co14Tb86,0
2410,Co13Tb87,0
2411,Co12Tb88,0
2412,Co11Tb89,0
2413,Co10Tb90,0
2414,Co9Tb91,0
2415,Co8Tb92,0
2416,Co7Tb93,0
2417,Co6Tb94,0
2418,Co5Tb95,0
2419,Co4Tb96,0
2420,Co3Tb97,0
2421,Co2Tb98,0
2422,Co1Tb99,0
2423,Co0Tb100,0
2424,Co100Zr0,0
2425,Co99Zr1,0
2426,Co98Zr2,0
2427,Co97Zr3,0
2428,Co96Zr4,0
2429,Co95Zr5,0
2430,Co94Zr6,0
2431,Co93Zr7,0
2432,Co92Zr8,0
2433,Co91Zr9,0
2434,Co90Zr10,0
2435,Co89Zr11,0
2436,Co88Zr12,0
2437,Co87Zr13,0
2438,Co86Zr14,0
2439,Co85Zr15,0
2440,Co84Zr16,0
2441,Co83Zr17,0
2442,Co82Zr18,0
2443,Co81Zr19,0
2444,Co80Zr20,0
2445,Co79Zr21,0
2446,Co78Zr22,0
2447,Co77Zr23,0
2448,Co76Zr24,0
2449,Co75Zr25,0
2450,Co74Zr26,0
2451,Co73Zr27,0
2452,Co72Zr28,0
2453,Co71Zr29,0
2454,Co70Zr30,0
2455,Co69Zr31,0
2456,Co68Zr32,0
2457,Co67Zr33,0
2458,Co66Zr34,0
2459,Co65Zr35,0
2460,Co64Zr36,0
2461,Co63Zr37,0
2462,Co62Zr38,0
2463,Co61Zr39,0
2464,Co60Zr40,0
2465,Co59Zr41,0
2466,Co58Zr42,1
2467,Co57Zr43,1
2468,Co56Zr44,1
2469,Co55Zr45,1
2470,Co54Zr46,1
2471,Co53Zr47,1
2472,Co52Zr48,1
2473,Co51Zr49,1
2474,Co50Zr50,1
2475,Co49Zr51,1
2476,Co48Zr52,1
2477,Co47Zr53,1
2478,Co46Zr54,1
2479,Co45Zr55,1
2480,Co44Zr56,1
2481,Co43Zr57,1
2482,Co42Zr58,1
2483,Co41Zr59,1
2484,Co40Zr60,1
2485,Co39Zr61,1
2486,Co38Zr62,1
2487,Co37Zr63,1
2488,Co36Zr64,1
2489,Co35Zr65,1
2490,Co34Zr66,1
2491,Co33Zr67,1
2492,Co32Zr68,1
2493,Co31Zr69,1
2494,Co30Zr70,1
2495,Co29Zr71,1
2496,Co28Zr72,1
2497,Co27Zr73,1
2498,Co26Zr74,1
2499,Co25Zr75,1
2500,Co24Zr76,1
2501,Co23Zr77,1
2502,Co22Zr78,1
2503,Co21Zr79,1
2504,Co20Zr80,1
2505,Co19Zr81,0
2506,Co18Zr82,0
2507,Co17Zr83,0
2508,Co16Zr84,0
2509,Co15Zr85,0
2510,Co14Zr86,0
2511,Co13Zr87,0
2512,Co12Zr88,0
2513,Co11Zr89,0
2514,Co10Zr90,0
2515,Co9Zr91,0
2516,Co8Zr92,0
2517,Co7Zr93,0
2518,Co6Zr94,0
2519,Co5Zr95,0
2520,Co4Zr96,0
2521,Co3Zr97,0
2522,Co2Zr98,0
2523,Co1Zr99,0
2524,Co0Zr100,0
2525,Cr100Fe0,0
2526,Cr99Fe1,0
2527,Cr98Fe2,0
2528,Cr97Fe3,0
2529,Cr96Fe4,0
2530,Cr95Fe5,0
2531,Cr94Fe6,0
2532,Cr93Fe7,0
2533,Cr92Fe8,0
2534,Cr91Fe9,1
2535,Cr90Fe10,1
2536,Cr89Fe11,1
2537,Cr88Fe12,1
2538,Cr87Fe13,1
2539,Cr86Fe14,1
2540,Cr85Fe15,1
2541,Cr84Fe16,1
2542,Cr83Fe17,1
2543,Cr82Fe18,1
2544,Cr81Fe19,1
2545,Cr80Fe20,1
2546,Cr79Fe21,1
2547,Cr78Fe22,1
2548,Cr77Fe23,1
2549,Cr76Fe24,1
2550,Cr75Fe25,1
2551,Cr74Fe26,1
2552,Cr73Fe27,1
2553,Cr72Fe28,1
2554,Cr71Fe29,1
2555,Cr70Fe30,1
2556,Cr69Fe31,1
2557,Cr68Fe32,1
2558,Cr67Fe33,1
2559,Cr66Fe34,1
2560,Cr65Fe35,1
2561,Cr64Fe36,1
2562,Cr63Fe37,1
2563,Cr62Fe38,1
2564,Cr61Fe39,1
2565,Cr60Fe40,1
2566,Cr59Fe41,1
2567,Cr58Fe42,1
2568,Cr57Fe43,1
2569,Cr56Fe44,1
2570,Cr55Fe45,1
2571,Cr54Fe46,1
2572,Cr53Fe47,1
2573,Cr52Fe48,1
2574,Cr51Fe49,1
2575,Cr50Fe50,1
2576,Cr49Fe51,1
2577,Cr48Fe52,1
2578,Cr47Fe53,1
2579,Cr46Fe54,1
2580,Cr45Fe55,1
2581,Cr44Fe56,1
2582,Cr43Fe57,1
2583,Cr42Fe58,1
2584,Cr41Fe59,1
2585,Cr40Fe60,0
2586,Cr39Fe61,0
2587,Cr38Fe62,0
2588,Cr37Fe63,0
2589,Cr36Fe64,0
2590,Cr35Fe65,0
2591,Cr34Fe66,0
2592,Cr33Fe67,0
2593,Cr32Fe68,0
2594,Cr31Fe69,0
2595,Cr30Fe70,0
2596,Cr29Fe71,0
2597,Cr28Fe72,0
2598,Cr27Fe73,0
2599,Cr26Fe74,0
2600,Cr25Fe75,0
2601,Cr24Fe76,0
2602,Cr23Fe77,0
2603,Cr22Fe78,0
2604,Cr21Fe79,0
2605,Cr20Fe80,0
2606,Cr19Fe81,0
2607,Cr18Fe82,0
2608,Cr17Fe83,0
2609,Cr16Fe84,0
2610,Cr15Fe85,0
2611,Cr14Fe86,0
2612,Cr13Fe87,0
2613,Cr12Fe88,0
2614,Cr11Fe89,0
2615,Cr10Fe90,0
2616,Cr9Fe91,0
2617,Cr8Fe92,0
2618,Cr7Fe93,0
2619,Cr6Fe94,0
2620,Cr5Fe95,0
2621,Cr4Fe96,0
2622,Cr3Fe97,0
2623,Cr2Fe98,0
2624,Cr1Fe99,0
2625,Cr0Fe100,0
2626,Cr100Co0,0
2627,Cr99Co1,0
2628,Cr98Co2,0
2629,Cr97Co3,0
2630,Cr96Co4,0
2631,Cr95Co5,0
2632,Cr94Co6,0
2633,Cr93Co7,0
2634,Cr92Co8,0
2635,Cr91Co9,0
2636,Cr90Co10,0
2637,Cr89Co11,0
2638,Cr88Co12,0
2639,Cr87Co13,0
2640,Cr86Co14,0
2641,Cr85Co15,1
2642,Cr84Co16,1
2643,Cr83Co17,1
2644,Cr82Co18,1
2645,Cr81Co19,1
2646,Cr80Co20,1
2647,Cr79Co21,1
2648,Cr78Co22,1
2649,Cr77Co23,1
2650,Cr76Co24,1
2651,Cr75Co25,1
2652,Cr74Co26,1
2653,Cr73Co27,1
2654,Cr72Co28,1
2655,Cr71Co29,1
2656,Cr70Co30,1
2657,Cr69Co31,1
2658,Cr68Co32,1
2659,Cr67Co33,1
2660,Cr66Co34,1
2661,Cr65Co35,1
2662,Cr64Co36,1
2663,Cr63Co37,1
2664,Cr62Co38,1
2665,Cr61Co39,1
2666,Cr60Co40,1
2667,Cr59Co41,1
2668,Cr58Co42,1
2669,Cr57Co43,1
2670,Cr56Co44,1
2671,Cr55Co45,1
2672,Cr54Co46,1
2673,Cr53Co47,1
2674,Cr52Co48,1
2675,Cr51Co49,1
2676,Cr50Co50,1
2677,Cr49Co51,1
2678,Cr48Co52,1
2679,Cr47Co53,1
2680,Cr46Co54,1
2681,Cr45Co55,1
2682,Cr44Co56,1
2683,Cr43Co57,0
2684,Cr42Co58,0
2685,Cr41Co59,0
2686,Cr40Co60,0
2687,Cr39Co61,0
2688,Cr38Co62,0
2689,Cr37Co63,0
2690,Cr36Co64,0
2691,Cr35Co65,0
2692,Cr34Co66,0
2693,Cr33Co67,0
2694,Cr32Co68,0
2695,Cr31Co69,0
2696,Cr30Co70,0
2697,Cr29Co71,0
2698,Cr28Co72,0
2699,Cr27Co73,0
2700,Cr26Co74,0
2701,Cr25Co75,0
2702,Cr24Co76,0
2703,Cr23Co77,0
2704,Cr22Co78,0
2705,Cr21Co79,0
2706,Cr20Co80,0
2707,Cr19Co81,0
2708,Cr18Co82,0
2709,Cr17Co83,0
2710,Cr16Co84,0
2711,Cr15Co85,0
2712,Cr14Co86,0
2713,Cr13Co87,0
2714,Cr12Co88,0
2715,Cr11Co89,0
2716,Cr10Co90,0
2717,Cr9Co91,0
2718,Cr8Co92,0
2719,Cr7Co93,0
2720,Cr6Co94,0
2721,Cr5Co95,0
2722,Cr4Co96,0
2723,Cr3Co97,0
2724,Cr2Co98,0
2725,Cr1Co99,0
2726,Cr0Co100,0
2727,Cr100Ni0,0
2728,Cr99Ni1,0
2729,Cr98Ni2,0
2730,Cr97Ni3,0
2731,Cr96Ni4,0
2732,Cr95Ni5,0
2733,Cr94Ni6,0
2734,Cr93Ni7,0
2735,Cr92Ni8,0
2736,Cr91Ni9,0
2737,Cr90Ni10,0
2738,Cr89Ni11,0
2739,Cr88Ni12,0
2740,Cr87Ni13,0
2741,Cr86Ni14,0
2742,Cr85Ni15,0
2743,Cr84Ni16,0
2744,Cr83Ni17,0
2745,Cr82Ni18,0
2746,Cr81Ni19,0
2747,Cr80Ni20,0
2748,Cr79Ni21,0
2749,Cr78Ni22,0
2750,Cr77Ni23,0
2751,Cr76Ni24,0
2752,Cr75Ni25,0
2753,Cr74Ni26,0
2754,Cr73Ni27,1
2755,Cr72Ni28,1
2756,Cr71Ni29,1
2757,Cr70Ni30,1
2758,Cr69Ni31,1
2759,Cr68Ni32,1
2760,Cr67Ni33,1
2761,Cr66Ni34,1
2762,Cr65Ni35,1
2763,Cr64Ni36,1
2764,Cr63Ni37,1
2765,Cr62Ni38,1
2766,Cr61Ni39,1
2767,Cr60Ni40,1
2768,Cr59Ni41,1
2769,Cr58Ni42,1
2770,Cr57Ni43,1
2771,Cr56Ni44,1
2772,Cr55Ni45,1
2773,Cr54Ni46,1
2774,Cr53Ni47,1
2775,Cr52Ni48,1
2776,Cr51Ni49,1
2777,Cr50Ni50,1
2778,Cr49Ni51,1
2779,Cr48Ni52,0
2780,Cr47Ni53,0
2781,Cr46Ni54,0
2782,Cr45Ni55,0
2783,Cr44Ni56,0
2784,Cr43Ni57,0
2785,Cr42Ni58,0
2786,Cr41Ni59,0
2787,Cr40Ni60,0
2788,Cr39Ni61,0
2789,Cr38Ni62,0
2790,Cr37Ni63,0
2791,Cr36Ni64,0
2792,Cr35Ni65,0
2793,Cr34Ni66,0
2794,Cr33Ni67,0
2795,Cr32Ni68,0
2796,Cr31Ni69,0
2797,Cr30Ni70,0
2798,Cr29Ni71,0
2799,Cr28Ni72,0
2800,Cr27Ni73,0
2801,Cr26Ni74,0
2802,Cr25Ni75,0
2803,Cr24Ni76,0
2804,Cr23Ni77,0
2805,Cr22Ni78,0
2806,Cr21Ni79,0
2807,Cr20Ni80,0
2808,Cr19Ni81,0
2809,Cr18Ni82,0
2810,Cr17Ni83,0
2811,Cr16Ni84,0
2812,Cr15Ni85,0
2813,Cr14Ni86,0
2814,Cr13Ni87,0
2815,Cr12Ni88,0
2816,Cr11Ni89,0
2817,Cr10Ni90,0
2818,Cr9Ni91,0
2819,Cr8Ni92,0
2820,Cr7Ni93,0
2821,Cr6Ni94,0
2822,Cr5Ni95,0
2823,Cr4Ni96,0
2824,Cr3Ni97,0
2825,Cr2Ni98,0
2826,Cr1Ni99,0
2827,Cr0Ni100,0
2828,Cr100Nb0,0
2829,Cr99Nb1,0
2830,Cr98Nb2,0
2831,Cr97Nb3,0
2832,Cr96Nb4,0
2833,Cr95Nb5,0
2834,Cr94Nb6,0
2835,Cr93Nb7,0
2836,Cr92Nb8,0
2837,Cr91Nb9,0
2838,Cr90Nb10,0
2839,Cr89Nb11,1
2840,Cr88Nb12,1
2841,Cr87Nb13,1
2842,Cr86Nb14,1
2843,Cr85Nb15,1
2844,Cr84Nb16,1
2845,Cr83Nb17,1
2846,Cr82Nb18,0
2847,Cr81Nb19,0
2848,Cr80Nb20,0
2849,Cr79Nb21,0
2850,Cr78Nb22,0
2851,Cr77Nb23,0
2852,Cr76Nb24,0
2853,Cr75Nb25,0
2854,Cr74Nb26,0
2855,Cr73Nb27,0
2856,Cr72Nb28,0
2857,Cr71Nb29,0
2858,Cr70Nb30,0
2859,Cr69Nb31,0
2860,Cr68Nb32,0
2861,Cr67Nb33,0
2862,Cr66Nb34,0
2863,Cr65Nb35,0
2864,Cr64Nb36,0
2865,Cr63Nb37,0
2866,Cr62Nb38,0
2867,Cr61Nb39,0
2868,Cr60Nb40,0
2869,Cr59Nb41,0
2870,Cr58Nb42,0
2871,Cr57Nb43,0
2872,Cr56Nb44,0
2873,Cr55Nb45,0
2874,Cr54Nb46,0
2875,Cr53Nb47,0
2876,Cr52Nb48,0
2877,Cr51Nb49,0
2878,Cr50Nb50,0
2879,Cr49Nb51,0
2880,Cr48Nb52,0
2881,Cr47Nb53,0
2882,Cr46Nb54,0
2883,Cr45Nb55,0
2884,Cr44Nb56,0
2885,Cr43Nb57,0
2886,Cr42Nb58,0
2887,Cr41Nb59,0
2888,Cr40Nb60,0
2889,Cr39Nb61,0
2890,Cr38Nb62,0
2891,Cr37Nb63,0
2892,Cr36Nb64,0
2893,Cr35Nb65,0
2894,Cr34Nb66,0
2895,Cr33Nb67,0
2896,Cr32Nb68,0
2897,Cr31Nb69,0
2898,Cr30Nb70,0
2899,Cr29Nb71,0
2900,Cr28Nb72,0
2901,Cr27Nb73,0
2902,Cr26Nb74,0
2903,Cr25Nb75,0
2904,Cr24Nb76,0
2905,Cr23Nb77,0
2906,Cr22Nb78,0
2907,Cr21Nb79,0
2908,Cr20Nb80,0
2909,Cr19Nb81,0
2910,Cr18Nb82,0
2911,Cr17Nb83,0
2912,Cr16Nb84,0
2913,Cr15Nb85,0
2914,Cr14Nb86,0
2915,Cr13Nb87,0
2916,Cr12Nb88,0
2917,Cr11Nb89,0
2918,Cr10Nb90,0
2919,Cr9Nb91,0
2920,Cr8Nb92,0
2921,Cr7Nb93,0
2922,Cr6Nb94,0
2923,Cr5Nb95,0
2924,Cr4Nb96,0
2925,Cr3Nb97,0
2926,Cr2Nb98,0
2927,Cr1Nb99,0
2928,Cr0Nb100,0
2929,Cr100Mo0,0
2930,Cr99Mo1,0
2931,Cr98Mo2,0
2932,Cr97Mo3,0
2933,Cr96Mo4,0
2934,Cr95Mo5,0
2935,Cr94Mo6,0
2936,Cr93Mo7,1
2937,Cr92Mo8,1
2938,Cr91Mo9,1
2939,Cr90Mo10,1
2940,Cr89Mo11,1
2941,Cr88Mo12,1
2942,Cr87Mo13,1
2943,Cr86Mo14,1
2944,Cr85Mo15,1
2945,Cr84Mo16,1
2946,Cr83Mo17,1
2947,Cr82Mo18,1
2948,Cr81Mo19,1
2949,Cr80Mo20,1
2950,Cr79Mo21,1
2951,Cr78Mo22,1
2952,Cr77Mo23,1
2953,Cr76Mo24,0
2954,Cr75Mo25,0
2955,Cr74Mo26,0
2956,Cr73Mo27,0
2957,Cr72Mo28,0
2958,Cr71Mo29,0
2959,Cr70Mo30,0
2960,Cr69Mo31,0
2961,Cr68Mo32,0
2962,Cr67Mo33,0
2963,Cr66Mo34,0
2964,Cr65Mo35,0
2965,Cr64Mo36,0
2966,Cr63Mo37,0
2967,Cr62Mo38,0
2968,Cr61Mo39,0
2969,Cr60Mo40,0
2970,Cr59Mo41,0
2971,Cr58Mo42,0
2972,Cr57Mo43,0
2973,Cr56Mo44,0
2974,Cr55Mo45,0
2975,Cr54Mo46,0
2976,Cr53Mo47,0
2977,Cr52Mo48,0
2978,Cr51Mo49,0
2979,Cr50Mo50,0
2980,Cr49Mo51,0
2981,Cr48Mo52,0
2982,Cr47Mo53,0
2983,Cr46Mo54,0
2984,Cr45Mo55,0
2985,Cr44Mo56,0
2986,Cr43Mo57,0
2987,Cr42Mo58,0
2988,Cr41Mo59,0
2989,Cr40Mo60,0
2990,Cr39Mo61,0
2991,Cr38Mo62,0
2992,Cr37Mo63,0
2993,Cr36Mo64,0
2994,Cr35Mo65,0
2995,Cr34Mo66,0
2996,Cr33Mo67,0
2997,Cr32Mo68,0
2998,Cr31Mo69,0
2999,Cr30Mo70,0
3000,Cr29Mo71,0
3001,Cr28Mo72,0
3002,Cr27Mo73,0
3003,Cr26Mo74,0
3004,Cr25Mo75,0
3005,Cr24Mo76,0
3006,Cr23Mo77,0
3007,Cr22Mo78,0
3008,Cr21Mo79,0
3009,Cr20Mo80,0
3010,Cr19Mo81,0
3011,Cr18Mo82,0
3012,Cr17Mo83,0
3013,Cr16Mo84,0
3014,Cr15Mo85,0
3015,Cr14Mo86,0
3016,Cr13Mo87,0
3017,Cr12Mo88,0
3018,Cr11Mo89,0
3019,Cr10Mo90,0
3020,Cr9Mo91,0
3021,Cr8Mo92,0
3022,Cr7Mo93,0
3023,Cr6Mo94,0
3024,Cr5Mo95,0
3025,Cr4Mo96,0
3026,Cr3Mo97,0
3027,Cr2Mo98,0
3028,Cr1Mo99,0
3029,Cr0Mo100,0
3030,Cr100Ta0,0
3031,Cr99Ta1,0
3032,Cr98Ta2,0
3033,Cr97Ta3,0
3034,Cr96Ta4,0
3035,Cr95Ta5,0
3036,Cr94Ta6,0
3037,Cr93Ta7,1
3038,Cr92Ta8,1
3039,Cr91Ta9,1
3040,Cr90Ta10,1
3041,Cr89Ta11,1
3042,Cr88Ta12,1
3043,Cr87Ta13,1
3044,Cr86Ta14,0
3045,Cr85Ta15,0
3046,Cr84Ta16,0
3047,Cr83Ta17,0
3048,Cr82Ta18,0
3049,Cr81Ta19,0
3050,Cr80Ta20,0
3051,Cr79Ta21,0
3052,Cr78Ta22,0
3053,Cr77Ta23,0
3054,Cr76Ta24,0
3055,Cr75Ta25,0
3056,Cr74Ta26,0
3057,Cr73Ta27,0
3058,Cr72Ta28,0
3059,Cr71Ta29,0
3060,Cr70Ta30,0
3061,Cr69Ta31,0
3062,Cr68Ta32,0
3063,Cr67Ta33,0
3064,Cr66Ta34,0
3065,Cr65Ta35,0
3066,Cr64Ta36,0
3067,Cr63Ta37,0
3068,Cr62Ta38,0
3069,Cr61Ta39,0
3070,Cr60Ta40,0
3071,Cr59Ta41,0
3072,Cr58Ta42,0
3073,Cr57Ta43,0
3074,Cr56Ta44,0
3075,Cr55Ta45,0
3076,Cr54Ta46,0
3077,Cr53Ta47,0
3078,Cr52Ta48,0
3079,Cr51Ta49,0
3080,Cr50Ta50,0
3081,Cr49Ta51,0
3082,Cr48Ta52,0
3083,Cr47Ta53,0
3084,Cr46Ta54,0
3085,Cr45Ta55,0
3086,Cr44Ta56,0
3087,Cr43Ta57,0
3088,Cr42Ta58,0
3089,Cr41Ta59,0
3090,Cr40Ta60,0
3091,Cr39Ta61,0
3092,Cr38Ta62,0
3093,Cr37Ta63,0
3094,Cr36Ta64,0
3095,Cr35Ta65,0
3096,Cr34Ta66,0
3097,Cr33Ta67,0
3098,Cr32Ta68,0
3099,Cr31Ta69,0
3100,Cr30Ta70,0
3101,Cr29Ta71,0
3102,Cr28Ta72,0
3103,Cr27Ta73,0
3104,Cr26Ta74,0
3105,Cr25Ta75,0
3106,Cr24Ta76,0
3107,Cr23Ta77,0
3108,Cr22Ta78,0
3109,Cr21Ta79,0
3110,Cr20Ta80,0
3111,Cr19Ta81,0
3112,Cr18Ta82,0
3113,Cr17Ta83,0
3114,Cr16Ta84,0
3115,Cr15Ta85,0
3116,Cr14Ta86,0
3117,Cr13Ta87,0
3118,Cr12Ta88,0
3119,Cr11Ta89,0
3120,Cr10Ta90,0
3121,Cr9Ta91,0
3122,Cr8Ta92,0
3123,Cr7Ta93,0
3124,Cr6Ta94,0
3125,Cr5Ta95,0
3126,Cr4Ta96,0
3127,Cr3Ta97,0
3128,Cr2Ta98,0
3129,Cr1Ta99,0
3130,Cr0Ta100,0
3131,Ca100Cu0,0
3132,Ca99Cu1,0
3133,Ca98Cu2,0
3134,Ca97Cu3,0
3135,Ca96Cu4,0
3136,Ca95Cu5,0
3137,Ca94Cu6,0
3138,Ca93Cu7,0
3139,Ca92Cu8,0
3140,Ca91Cu9,0
3141,Ca90Cu10,0
3142,Ca89Cu11,0
3143,Ca88Cu12,0
3144,Ca87Cu13,1
3145,Ca86Cu14,1
3146,Ca85Cu15,1
3147,Ca84Cu16,1
3148,Ca83Cu17,1
3149,Ca82Cu18,1
3150,Ca81Cu19,1
3151,Ca80Cu20,1
3152,Ca79Cu21,1
3153,Ca78Cu22,1
3154,Ca77Cu23,1
3155,Ca76Cu24,1
3156,Ca75Cu25,1
3157,Ca74Cu26,1
3158,Ca73Cu27,1
3159,Ca72Cu28,1
3160,Ca71Cu29,1
3161,Ca70Cu30,1
3162,Ca69Cu31,1
3163,Ca68Cu32,1
3164,Ca67Cu33,1
3165,Ca66Cu34,1
3166,Ca65Cu35,1
3167,Ca64Cu36,1
3168,Ca63Cu37,1
3169,Ca62Cu38,1
3170,Ca61Cu39,1
3171,Ca60Cu40,1
3172,Ca59Cu41,1
3173,Ca58Cu42,1
3174,Ca57Cu43,1
3175,Ca56Cu44,1
3176,Ca55Cu45,1
3177,Ca54Cu46,1
3178,Ca53Cu47,1
3179,Ca52Cu48,1
3180,Ca51Cu49,1
3181,Ca50Cu50,1
3182,Ca49Cu51,1
3183,Ca48Cu52,1
3184,Ca47Cu53,1
3185,Ca46Cu54,1
3186,Ca45Cu55,1
3187,Ca44Cu56,1
3188,Ca43Cu57,1
3189,Ca42Cu58,1
3190,Ca41Cu59,1
3191,Ca40Cu60,1
3192,Ca39Cu61,1
3193,Ca38Cu62,0
3194,Ca37Cu63,0
3195,Ca36Cu64,0
3196,Ca35Cu65,0
3197,Ca34Cu66,0
3198,Ca33Cu67,0
3199,Ca32Cu68,0
3200,Ca31Cu69,0
3201,Ca30Cu70,0
3202,Ca29Cu71,0
3203,Ca28Cu72,0
3204,Ca27Cu73,0
3205,Ca26Cu74,0
3206,Ca25Cu75,0
3207,Ca24Cu76,0
3208,Ca23Cu77,0
3209,Ca22Cu78,0
3210,Ca21Cu79,0
3211,Ca20Cu80,0
3212,Ca19Cu81,0
3213,Ca18Cu82,0
3214,Ca17Cu83,0
3215,Ca16Cu84,0
3216,Ca15Cu85,0
3217,Ca14Cu86,0
3218,Ca13Cu87,0
3219,Ca12Cu88,0
3220,Ca11Cu89,0
3221,Ca10Cu90,0
3222,Ca9Cu91,0
3223,Ca8Cu92,0
3224,Ca7Cu93,0
3225,Ca6Cu94,0
3226,Ca5Cu95,0
3227,Ca4Cu96,0
3228,Ca3Cu97,0
3229,Ca2Cu98,0
3230,Ca1Cu99,0
3231,Ca0Cu100,0
3232,Ca100Ag0,0
3233,Ca99Ag1,0
3234,Ca98Ag2,0
3235,Ca97Ag3,0
3236,Ca96Ag4,0
3237,Ca95Ag5,0
3238,Ca94Ag6,0
3239,Ca93Ag7,0
3240,Ca92Ag8,0
3241,Ca91Ag9,0
3242,Ca90Ag10,0
3243,Ca89Ag11,0
3244,Ca88Ag12,0
3245,Ca87Ag13,1
3246,Ca86Ag14,1
3247,Ca85Ag15,1
3248,Ca84Ag16,1
3249,Ca83Ag17,1
3250,Ca82Ag18,1
3251,Ca81Ag19,1
3252,Ca80Ag20,1
3253,Ca79Ag21,1
3254,Ca78Ag22,1
3255,Ca77Ag23,1
3256,Ca76Ag24,1
3257,Ca75Ag25,1
3258,Ca74Ag26,1
3259,Ca73Ag27,1
3260,Ca72Ag28,1
3261,Ca71Ag29,1
3262,Ca70Ag30,1
3263,Ca69Ag31,1
3264,Ca68Ag32,1
3265,Ca67Ag33,1
3266,Ca66Ag34,1
3267,Ca65Ag35,1
3268,Ca64Ag36,1
3269,Ca63Ag37,1
3270,Ca62Ag38,1
3271,Ca61Ag39,1
3272,Ca60Ag40,1
3273,Ca59Ag41,1
3274,Ca58Ag42,0
3275,Ca57Ag43,0
3276,Ca56Ag44,0
3277,Ca55Ag45,0
3278,Ca54Ag46,0
3279,Ca53Ag47,0
3280,Ca52Ag48,0
3281,Ca51Ag49,0
3282,Ca50Ag50,0
3283,Ca49Ag51,0
3284,Ca48Ag52,0
3285,Ca47Ag53,0
3286,Ca46Ag54,0
3287,Ca45Ag55,0
3288,Ca44Ag56,0
3289,Ca43Ag57,0
3290,Ca42Ag58,0
3291,Ca41Ag59,0
3292,Ca40Ag60,0
3293,Ca39Ag61,0
3294,Ca38Ag62,0
3295,Ca37Ag63,0
3296,Ca36Ag64,0
3297,Ca35Ag65,0
3298,Ca34Ag66,0
3299,Ca33Ag67,0
3300,Ca32Ag68,0
3301,Ca31Ag69,0
3302,Ca30Ag70,0
3303,Ca29Ag71,0
3304,Ca28Ag72,0
3305,Ca27Ag73,0
3306,Ca26Ag74,0
3307,Ca25Ag75,0
3308,Ca24Ag76,0
3309,Ca23Ag77,0
3310,Ca22Ag78,0
3311,Ca21Ag79,0
3312,Ca20Ag80,0
