,composition,is_metal
1932,In11.3Bi14.7S38,False
1933,In11Cu9Se20,True
1934,In1Ag1.75Sb5.75Se11,False
1935,In1Ga1Cu1S3.5,False
1936,In1Hg4As2.5Br3.5,False
1937,In1Sb0.01As0.99,False
1938,In1Sb0.1As0.9,False
1939,In1Sb0.2As0.8,False
1940,In1Sb0.3As0.7,False
1941,In1Sb0.4As0.6,False
1942,In1Sb0.5As0.5,False
1943,In1Sb0.6As0.4,False
1944,In1Sb0.7As0.3,False
1945,In1Sb0.8As0.2,False
1946,In1Sb0.99As0.01,False
1947,In1Sb0.9As0.1,False
1948,In2As2Cl2O5,False
1949,In2B(PO4)3,False
1950,In2Bi3Se7I,False
1951,In2Co,True
1952,In2Cu1S3.5,False
1953,In2FeSe4,False
1954,In2GeTe3,False
1955,In2Hg6(P2Cl3)3,False
1956,In2HgS4,False
1957,In2HgSe4,False
1958,In2HgTe4,False
1959,In2O3,False
1960,In2Pt,True
1961,In2S3,False
1962,In2Se,False
1963,In2Se2O7,False
1964,In2Se3,False
1965,In2Te,False
1966,In3AgTe5,False
1967,In3Au10,True
1968,In3Bi7(Pb2S9)2,True
1969,In3CuS5,False
1970,In3CuSe5,False
1971,In3CuTe5,False
1972,In3Pd5,True
1973,In3Sb,True
1974,In4As5(BrO4)3,False
1975,In4Bi3S10,False
1976,In4Cu2Te7,False
1977,In4S5,False
1978,In4Se3,False
1979,In4Te3,False
1980,In5AgS8,False
1981,In5AgTe8,False
1982,In5CuS8,False
1983,In5Se6,False
1984,In6S7,False
1985,In6Se7,False
1986,In9AgTe14,False
1987,InAg3,True
1988,InAgO2,False
1989,InAgS2,False
1990,InAgSe2,False
1991,InAgTe2,False
1992,InAs,False
1993,InAsI,False
1994,InAu3,True
1995,InBi2S4Br,False
1996,InBi2S4Cl,False
1997,InBi2Se4Br,False
1998,InCuGeSe4,False
1999,InCuS2,False
2000,InCuSe2,False
2001,InCuTe2,False
2002,InFe2CuSe4,True
2003,InHg7S6Cl5,False
2004,InHgW2,True
2005,InN,False
2006,InP,False
2007,InPS4,False
2008,InPt,True
2009,InPt3C,True
2010,InS,False
2011,InSb,False
2012,InSb2S4Br,False
2013,InSb2S4Cl,False
2014,InSb2Se4Br,False
2015,InSe,False
2016,InSiIr,True
2017,InSiTe3,True
2018,InSn2As2Se,False
2019,InSnAsSe,False
2020,Ir0.67S2,False
2021,Ir0.67Se2,False
2022,IrPb,True
2023,IrS2,False
2024,IrSe2,False
2025,IrSeS,False
2026,K(CoSe)2,True
2027,K(FeAs)2,True
2028,K(GeSe2)2,False
2029,K(OsO3)2,True
2030,K0.8Sn2Hg1.2S8,False
2031,K1.25Bi7.25Pb3.5Se15,False
2032,K1.46Sn3.09Bi7.45Se15,False
2033,K1.83Cd1.83Bi2.17S6,False
2034,K10Co4Sn4S17,False
2035,K10Fe4Sn4S17,False
2036,K10Mn4Sn4S17,False
2037,K10Sn3(PSe3)8,False
2038,K10Zn4Ge4S17,False
2039,K10Zn4Sn4S17,False
2040,K11Mn4O16,True
2041,K2.15Sb8.15Pb1.7Se15,False
2042,K2Ag3Sb3S7,False
2043,K2AgSnSe4,False
2044,K2Al2B2O7,False
2045,K2Au(IO3)5,False
2046,K2B10H9O,True
2047,K2BaNb2S11,False
2048,K2Bi8Se13,False
2049,K2Cd(PSe3)2,False
2050,K2Cd2Te3,False
2051,K2Cd3S4,False
2052,K2Cd3Se4,False
2053,K2Cd3Te4,False
2054,K2Ce(PO4)2,False
2055,K2Dy2Ti3O10,False
2056,K2FeGe3Se8,False
2057,K2Ga3CuSe6,False
2058,K2Gd2Sb2Se9,False
2059,K2Gd2Ti3O10,False
2060,K2Ge2PbS6,False
2061,K2Ge3(BO5)2,False
2062,K2Hg(PSe3)2,False
2063,K2Hg3(GeS4)2,False
2064,K2Hg3Se1.31S2.69,False
2065,K2Hg3Se2.97S1.03,False
2066,K2Ho4Cu4S9,False
2067,K2In2P3Se10,False
2068,K2In3AgSe6,False
2069,K2In3CuSe6,False
2070,K2La2Sb2S9,False
2071,K2La2Ti3O10,False
2072,K2Mn(SnSe3)2,False
2073,K2Mn3S4,True
2074,K2MnSnSe4,False
2075,K2Mo2Se2O11,False
2076,K2NbCuS4,False
2077,K2NbCuSe4,False
2078,K2NbO6,True
2079,K2Nd2Ti3O10,False
2080,K2PAuS4,False
2081,K2PdSe10,False
2082,K2RbSb,False
2083,K2ReH9,False
2084,K2RuCl6,True
2085,K2S,False
2086,K2Sb8Se3,False
2087,K2Se,False
2088,K2Sm2Ti3O10,False
2089,K2SmP2S7,False
2090,K2Sn(AuS2)2,False
2091,K2Sn2Hg3S8,False
2092,K2Sn3(SbS5)2,False
2093,K2Ta15O32,False
2094,K2Te,False
2095,K2TeI6,False
2096,K2Th(CuS2)2,False
2097,K2Ti(CuS2)2,False
2098,K2VAgS4,False
2099,K2VCuS4,False
2100,K2Zn(SnSe3)2,False
2101,K2ZnSn3S8,False
2102,K2ZnTe2,False
2103,K3(FeS2)2,True
2104,K3B6ClO10,False
2105,K3Bi2I9,False
2106,K3Cd(BO2)5,False
2107,K3Cr2(PS4)3,False
2108,K3Ga3Ge7S20,False
2109,K3Ga3Ge7Se20,False
2110,K3Hg,True
2111,K3LiNb6O15,True
2112,K3NaSn3Se8,False
2113,K3Nb2AsSe11,False
2114,K3Sm(AsS4)2,False
2115,K3Sn,True
2116,K3Ta2AsS11,False
2117,K3Ta2AsSe11,False
2118,K3Th2Cu3S7,False
2119,K3Ti2P5S18,False
2120,K3UF3,True
2121,K3V,True
2122,K4(ZrSe5)3,False
2123,K4Ag9(SbS3)4,False
2124,K4Al4Si19,False
2125,K4C2O3,True
2126,K4Ce3Sn3S14,False
2127,K4Ga4Si19,False
2128,K4Ge(PSe3)4,False
2129,K4GeS4,False
2130,K4GeSe4,False
2131,K4Hf3Se14,False
2132,K4Nb2S11,False
2133,K5In3P6Se19,False
2134,K6Cd4Sn3Se13,False
2135,K6CdTe4,False
2136,K6Ta1.03Nb2.97S25,False
2137,K6Ta2.93Nb1.07S22,False
2138,K6Yb3(PS4)5,False
2139,K8Ce2I18O53,False
2140,K8N3O,True
2141,K9Bi13S24,False
2142,KAg2,True
2143,KAg2AsS3,False
2144,KAg2PS4,False
2145,KAg2SbS3,False
2146,KAg2SbS4,False
2147,KAgAsS2,False
2148,KAgF3,True
2149,KAgO,True
2150,KAlGeS4,False
2151,KAsSe2,False
2152,KAu(IO3)4,False
2153,KB5PbO9,False
2154,KBaAsSe3,False
2155,KBaB5O9,False
2156,KBaSbSe3,False
2157,KBi2,True
2158,KBi3S5,False
2159,KBiO3,True
2160,KBiS2,False
2161,KBiSe2,False
2162,KBr,False
2163,KC60,True
2164,KCd4Ga5Se12,False
2165,KCeSe4,False
2166,KCl,False
2167,KCoO2,True
2168,KCu2BiS3,False
2169,KCu2SbS3,False
2170,KCu3S2,False
2171,KCu4AsS4,False
2172,KCuPO4,True
2173,KCuSnS3,False
2174,KCuSnSe3,False
2175,KEuAsS4,False
2176,KEuS2,True
2177,KF,False
2178,KFe2BiO5,False
2179,KFeCuTe2,False
2180,KGaSe2,False
2181,KGaSnSe4,False
2182,KH(CN2)3,True
2183,KH3(SeO3)2,False
2184,KHg,True
2185,KHg11,True
2186,KHg2,True
2187,KI,False
2188,KIO3,False
2189,KIn(TeO3)2,False
2190,KInGeS4,False
2191,KInS2,False
2192,KInSe2,False
2193,KInSnS4,False
2194,KLi(WO3)3,True
2195,KLiCO3,False
2196,KLu,True
2197,KMo6S7,True
2198,KNa2Sb,False
2199,KNb2O5,True
2200,KNb2Se,True
2201,KNb3(SeO6)2,False
2202,KNb3(TeO6)2,False
2203,KNbSe2O7,False
2204,KP(HO2)2,False
2205,KPAu5S8,False
2206,KPPbO4,False
2207,KPSe3,False
2208,KPSe6,False
2209,KRbBi8Se13,False
2210,KRuO4,True
2211,KSb,False
2212,KSb(SO4)2,False
2213,KSb5S8,False
2214,KSbS2,False
2215,KSbSe2,False
2216,KSc(SeO3)2,False
2217,KScO3,True
2218,KSi2P3,False
2219,KSiBiS4,False
2220,KSm2CuS4,False
2221,KSnAuS3,False
2222,KSnAuSe3,False
2223,KTa3(TeO6)2,False
2224,KTa3CuO9,True
2225,KTaO3,False
2226,KTbSe4,False
2227,KTeP2,False
2228,KThCuS3,False
2229,KTi2F7,False
2230,KTi5Se8,True
2231,KTiPO5,False
2232,KTm,True
2233,KUClO3,False
2234,KUCuSe3,True
2235,KV2I3O13,False
2236,KV4Ag11O16,False
2237,KV6O11,True
2238,KY(TeO3)2,False
2239,KYb2F7,True
2240,KYbSe2,True
2241,KZn4(BO3)3,False
2242,KZrPSe6,False
2243,La(FeAs3)4,True
2244,La(In2Au)2,True
2245,La(InS2)3,False
2246,La(Ni2B)6,True
2247,La(PRu)2,True
2248,La(SiOs)2,True
2249,La(SiRu)2,True
2250,La1.86Tb1.14Ga1.67S7,False
2251,La10Mn9O30,True
2252,La10Se14O,False
2253,La10Si8O3,True
2254,La16Mn15O48,True
2255,La1Se0.14S1.86,False
2256,La2.1Bi5.9Pb2S14,False
2257,La20Cu9O40,True
2258,La20Mo12Cl4O63,False
2259,La2B4Rh5,True
2260,La2CuO4,True
2261,La2Fe(SeO)2,False
2262,La2Fe2I,True
2263,La2Ga0.33Sb1S5,False
2264,La2Ga2GeS8,False
2265,La2Ge2Se7,False
2266,La2Ge5Ir3,True
2267,La2Ge5Rh3,True
2268,La2GeSe5,False
2269,La2HfS5,False
2270,La2In,True
2271,La2Mn(SeO)2,False
2272,La2MnNiO6,False
2273,La2MoO5,False
2274,La2Nb2N2O5,True
2275,La2Ni5B4,True
2276,La2O3,False
2277,La2PC,True
2278,La2PI2,True
2279,La2PdO4,True
2280,La2Pr2O7,True
2281,La2Rh7,True
2282,La2S3,False
2283,La2Se3,False
2284,La2Si5Rh3,True
2285,La2Sn5Rh3,True
2286,La2TiCoO6,False
2287,La2V2IO9,False
2288,La2VCoO6,False
2289,La2VNiO6,False
2290,La2YbCuS5,False
2291,La2YbCuSe5,False
2292,La2Zn(SeO)2,False
2293,La2ZrS5,False
2294,La3(BN2)2,True
2295,La3(OsO5)2,True
2296,La3(ReO5)2,True
2297,La3AlN,True
2298,La3CuGeSe7,False
2299,La3Ga1Ge0.5S7,False
2300,La3GaCuSe7,False
2301,La3Ge3Br2,True
2302,La3In1Ge0.5S7,False
2303,La3LuSe6,False
2304,La3Mg0.5Sn1S14,False
2305,La3Mo4O16F,False
2306,La3NiBr3,True
2307,La3Si1Sb0.33S7,False
2308,La3Si1Sb0.33Se7,False
2309,La3Te4,False
2310,La3ZrSb5,True
2311,La4Cd4In2S13,False
2312,La4Co3O10,True
2313,La4Fe(SbS5)2,False
2314,La4Fe(SbSe5)2,False
2315,La4In5S13,True
2316,La4InSbS9,False
2317,La4InSbSe9,False
2318,La5Cu6.33S7O4,False
2319,La5In3(S3O)3,False
2320,La5SmS8,True
2321,La5YbS8,True
2322,La6Sb4(SO4)3,False
2323,La8Mn7O24,True
2324,La8Sb2S15,False
2325,LaAl12O19,True
2326,LaAl4,True
2327,LaAl4Co,True
2328,LaB6,False
2329,LaBPt3,True
2330,LaBeB3O7,False
2331,LaBiAu2,True
2332,LaCd2,True
2333,LaCdAg2,True
2334,LaCdAu,True
2335,LaCu6,True
2336,LaCuSO,False
2337,LaCuSeO,False
2338,LaCuTeO,False
2339,LaF3,False
2340,LaGa,True
2341,LaGa3Pd2,True
2342,LaGaO3,False
2343,LaGaS3,False
2344,LaGeI,True
2345,LaH2,True
2346,LaH2NO5,False
2347,LaHg,True
2348,LaIn,True
2349,LaIn2Ir,True
2350,LaIn5Ir,True
2351,LaInS2O,False
2352,LaMg(FeO3)2,True
2353,LaMg2H7Pd,False
2354,LaMg3,True
2355,LaNbN2O,False
2356,LaP,False
2357,LaP3,True
2358,LaPd3S4,True
2359,LaPt5,True
2360,LaRe2Ag,True
2361,LaReB,True
2362,LaSb,False
2363,LaScSi,True
2364,LaSi,True
2365,LaSi2,False
2366,LaSi2Ru,True
2367,LaSn3Ru,True
2368,LaTaN2O,False
2369,LaTb3,True
2370,LaV,True
2371,LaVI5O16,False
2372,LaYbZn2,True
2373,LaZnAsO,False
2374,LaZnAu2,True
2375,Li(CuO)3,True
2376,Li(NiO2)4,True
2377,Li0.33Ag1Sn0.67O2,False
2378,Li0.33Ti0.67Ag1O2,False
2379,Li0.5Ge1Pb1.75S4,False
2380,Li11Mn13O32,True
2381,Li12Fe5O16,True
2382,Li13Nb14ZnO42,True
2383,Li13Ti22O48,True
2384,Li14Ti21O48,True
2385,Li15(FeO4)4,True
2386,Li15Mn2O12,True
2387,Li17Nb20O60,True
2388,Li17Ti20O40,True
2389,Li2(FeO2)5,True
2390,Li2(LuGe)3,True
2391,Li2(NiO2)3,True
2392,Li23(MnAs)20,True
2393,Li2B4O7,False
2394,Li2CdGe,False
2395,Li2CdGeS4,False
2396,Li2CdSnS4,False
2397,Li2Co4O7F,True
2398,Li2CrCo3O8,True
2399,Li2CrCuO4,True
2400,Li2Cu2S3,True
2401,Li2CuF6,True
2402,Li2DyIn,True
2403,Li2EuSn,True
2404,Li2Fe2(PO4)3,True
2405,Li2Fe3CoO8,True
2406,Li2Fe3NiO8,True
2407,Li2Fe3SnO8,True
2408,Li2FeGeS4,False
2409,Li2FeSnS4,False
2410,Li2FeWO6,True
2411,Li2Ga,True
2412,Li2Ga(GeSe3)2,False
2413,Li2Ga2GeS6,False
2414,Li2GaPd,True
2415,Li2HgGe,False
2416,Li2HgGeS4,False
2417,Li2In2GeS6,False
2418,Li2In2GeSe6,False
2419,Li2In2SiS6,False
2420,Li2In2SiSe6,False
2421,Li2InAg,True
2422,Li2LaTl,True
2423,Li2MgHg,True
2424,Li2MgIn,True
2425,Li2MgSn,True
2426,Li2MnCo3O8,True
2427,Li2MnCu3O8,True
2428,Li2MnGeS4,False
2429,Li2MnNi3O8,True
2430,Li2MnO2F,True
2431,Li2Mo2Se2O11,False
2432,Li2Nb2(PO4)3,True
2433,Li2NdAs2,True
2434,Li2NdSb2,True
2435,Li2Ni2SbO6,True
2436,Li2Ni3TeO8,True
2437,Li2Ni5(PO4)4,True
2438,Li2PmAl,True
2439,Li2PmGe,True
2440,Li2PrIn,True
2441,Li2PrP2,True
2442,Li2PtO3,False
2443,Li2Si4Ni5O14,True
2444,Li2SiHgS4,False
2445,Li2Sn5,True
2446,Li2SnHgS4,False
2447,Li2SnIr,True
2448,Li2TeMoO6,False
2449,Li2TeWO6,False
2450,Li2Ti3FeO8,True
2451,Li2TiMn3O8,True
2452,Li2TlAg,True
2453,Li2U(MoO5)2,True
2454,Li2V2F7,True
2455,Li2V3CrO8,True
2456,Li2V3FeO8,True
2457,Li2YbPb,True
2458,Li2ZnGe,False
2459,Li2ZnGeSe4,False
2460,Li2ZnSnS4,False
2461,Li2ZnSnSe4,False
2462,Li3(CoO2)4,True
2463,Li3(CuO)4,True
2464,Li3(CuO2)2,True
2465,Li3AlP2,False
2466,Li3AlTe4O11,False
2467,Li3Bi,False
2468,Li3C,True
2469,Li3Co(NiO2)4,True
2470,Li3Co2(GeO4)3,True
2471,Li3Co3SbO8,True
2472,Li3Co4TeO8,True
2473,Li3Cr(NiO2)4,True
2474,Li3Cr3(CuO6)2,True
2475,Li3CrCo3O8,True
2476,Li3CrO4,True
2477,Li3Cu4NiO8,True
2478,Li3Dy,True
2479,Li3Fe(CoO2)4,True
2480,Li3Fe(SbO3)4,True
2481,Li3Fe2SbO6,True
2482,Li3FeNi3O8,True
2483,Li3FeS3,True
2484,Li3FeTe4O11,False
2485,Li3GaTe4O11,False
2486,Li3Mn(CuO3)2,True
2487,Li3Mn(NiO3)2,True
2488,Li3Mn2(CoO4)2,True
2489,Li3Mn2(PO4)3,True
2490,Li3Mn2CuO6,True
2491,Li3Mn3NiO8,True
2492,Li3Mn3WO8,True
2493,Li3Mn4(PO4)6,True
2494,Li3Mn4O8,True
2495,Li3MnAs2,True
2496,Li3Mo2P5O18,True
2497,Li3Ni(SbO3)4,True
2498,Li3Ni2(GeO4)3,True
2499,Li3Ni3(PO4)4,True
2500,Li3PS4,False
2501,Li3ScN2,False
2502,Li3Si3Ag2,True
2503,Li3Ti2(PO4)3,True
2504,Li3Ti3(PO4)4,True
2505,Li3V12O29,True
2506,Li3V4FeO12,True
2507,Li3V4NiO12,True
2508,Li3VOF5,True
2509,Li4(FeO2)9,True
2510,Li4.5Al0.5Te1O6,False
2511,Li4.5Cr0.5Te1O6,False
2512,Li4.5Fe0.5Te1O6,False
2513,Li4.5Ga0.5Te1O6,False
2514,Li4.5Mn0.5Te1O6,False
2515,Li4Co2Ni3O10,True
2516,Li4Co3CuO8,True
2517,Li4Co5SbO12,True
2518,Li4Cr3NiO8,True
2519,Li4CrO5,True
2520,Li4Cu(PO4)2,True
2521,Li4Fe2Cu3O10,True
2522,Li4Fe3NiO8,True
2523,Li4Fe7(OF7)2,True
2524,Li4FeNi3O8,True
2525,Li4HgGe2S7,False
2526,Li4MgNi3O8,True
2527,Li4Mn(WO4)3,True
2528,Li4Mn3Cr3O12,True
2529,Li4Mn5Cu3O16,True
2530,Li4Mn5Nb3O16,True
2531,Li4Mn5NbO12,True
2532,Li4Mn5Ni3O16,True
2533,Li4NbNi3O8,True
2534,Li4Ni2(PO4)3,True
2535,Li4Ni3BiO8,True
2536,Li4Ti5Cr3O16,True
2537,Li4TiCr3O8,True
2538,Li4V5Cu3O16,True
2539,Li4VF7,True
2540,Li4WO5,True
2541,Li5(BiO3)4,True
2542,Li5Co2Ni3O10,True
2543,Li5Co2O2F5,True
2544,Li5Cr2Ni5O12,True
2545,Li5Fe2Ni3O10,True
2546,Li5Fe6(BO3)6,True
2547,Li5La3Nb14O42,True
2548,Li5Mn2Cu5O12,True
2549,Li5Mn3(FeO5)2,True
2550,Li5Mn5(SbO6)2,True
2551,Li5Mn6(BO3)6,True
2552,Li6(NiO2)5,True
2553,Li6Fe3Co7O20,True
2554,Li6Fe9CoO20,True
2555,Li6FeNi9O20,True
2556,Li6FeO5F,True
2557,Li6FeO6,True
2558,Li6Mn5CoO12,True
2559,Li6Mn5FeO12,True
2560,Li6Tb2O7,True
2561,Li7(Mo3S4)4,True
2562,Li7(NiO2)11,True
2563,Li7Ca8Nb12O40,True
2564,Li7Ti16O32,True
2565,Li7Ti5O12,True
2566,Li7Ti7O16,True
2567,Li8BiS6,True
2568,Li8GeN4,False
2569,Li8IrO6,True
2570,Li8PO3,True
2571,Li8PrO6,True
2572,Li8Ti16CuS32,True
2573,Li8TiNi7O16,True
2574,Li9Fe3(WO4)7,True
2575,Li9Ga13(Te7O22)3,False
2576,LiAgF3,True
2577,LiAl2Rh,True
2578,LiAl2Tc,True
2579,LiAl3,True
2580,LiAlB14,False
2581,LiAlB4,True
2582,LiAlGe,True
2583,LiAlRh2,True
2584,LiAsS2,False
2585,LiAsSe2,False
2586,LiB3,False
2587,LiB3O5,False
2588,LiB9PbO15,False
2589,LiBePt2,True
2590,LiBi2(PO4)3,True
2591,LiBi3(ClO2)2,False
2592,LiBiS2,False
2593,LiBr,False
2594,LiCa2Ga,True
2595,LiCa2Ge3,True
2596,LiCa2In,True
2597,LiCa2Mg,True
2598,LiCa3As2H,False
2599,LiCaO3,True
2600,LiCd2Rh,True
2601,LiCdBO3,False
2602,LiCl,False
2603,LiCo(CO3)2,True
2604,LiCo7O7F,True
2605,LiCoS2,True
2606,LiCu2(CO3)2,True
2607,LiCu2Ge,True
2608,LiCu3F7,True
2609,LiCu5P3O13,True
2610,LiCuO2,True
2611,LiCuPO4,True
2612,LiEr2Ga,True
2613,LiErAu2,True
2614,LiEuH3,False
2615,LiF,False
2616,LiFe2(PO4)3,True
2617,LiFe2(SiO4)2,True
2618,LiGa(GeSe3)2,False
2619,LiGaAg2,True
2620,LiGaAu2,True
2621,LiGaO2,False
2622,LiGaPd2,True
2623,LiGaPt2,True
2624,LiGaS2,False
2625,LiGaSe2,False
2626,LiGaTe2,False
2627,LiGd5P2O13,False
2628,LiGeRh2,True
2629,LiH3(SeO3)2,False
2630,LiHf2Ir,True
2631,LiHfPd2,True
2632,LiHg2Pd,True
2633,LiHoAu2,True
2634,LiHoO3,True
2635,LiI,False
2636,LiIO3,False
2637,LiIn(IO3)4,False
2638,LiIn2Rh,True
2639,LiInAg2,True
2640,LiInS2,False
2641,LiInSe2,False
2642,LiInSn,True
2643,LiInSnS4,False
2644,LiInTe2,False
2645,LiLa2IrO6,True
2646,LiLu2Ga,True
2647,LiLu2Pd,True
2648,LiLu2Ru,True
2649,LiLu2Tc,True
2650,LiMg2Ag,True
2651,LiMgAs,False
2652,LiMgBi,False
2653,LiMgN,False
2654,LiMgSnPd,True
2655,LiMn(PO4)2,True
2656,LiMn2(PO4)2,True
2657,LiMn4O8,True
2658,LiMn9Se10,True
2659,LiMnCoO4,True
2660,LiMnCuO4,True
2661,LiMnO2,True
2662,LiMnP2O7,True
2663,LiMnSiO4,True
2664,LiMo3O8,True
2665,LiMoIO6,False
2666,LiNb3(BiO3)4,False
2667,LiNbO3,False
2668,LiNi2(PO4)3,True
2669,LiNiP2O7,True
2670,LiPm2Al,True
2671,LiPm2Ga,True
2672,LiPm2Ir,True
2673,LiPm2Si,True
2674,LiPr2Ru,True
2675,LiSb3PbS6,False
2676,LiSbS2,False
2677,LiSbSe2,False
2678,LiSbTe2,False
2679,LiScHg2,True
2680,LiSiB6,False
2681,LiSiPd2,True
2682,LiSiRh2,True
2683,LiSm3SiS7,False
2684,LiSn(PO3)4,True
2685,LiSn4Ir,True
2686,LiSnAu,True
2687,LiTa3(BiO3)4,False
2688,LiTaO3,False
2689,LiTaRh2,True
2690,LiThAu2,True
2691,LiTi11O20,True
2692,LiTi3O6,True
2693,LiTiSiO4,True
2694,LiTlPd2,True
2695,LiTm2Rh,True
2696,LiTm2Ru,True
2697,LiTmSn,True
2698,LiV2NiO6,True
2699,LiV3O4,True
2700,LiY(CuP)2,True
2701,LiY2Ru,True
2702,LiYbF4,True
2703,LiYbPb,True
2704,LiZn(Fe5O8)2,True
2705,LiZn2GaO4,False
2706,LiZnBO3,False
2707,LiZnN,False
2708,LiZr2Os,True
2709,LiZrRh2,True
2710,Lu(InS2)3,False
2711,Lu(SiOs)2,True
2712,Lu2AgAu,True
2713,Lu2Al3Co,True
2714,Lu2AlTc,True
2715,Lu2CdAg,True
2716,Lu2CdIn,True
2717,Lu2CrS4,False
2718,Lu2Fe2Si2C,True
2719,Lu2FeS4,True
2720,Lu2InHg,True
2721,Lu2MgHg,True
2722,Lu2Mn12P7,True
2723,Lu2Mo2C3,True
2724,Lu2O3,False
2725,Lu2TlAg,True
2726,Lu2TlCd,True
2727,Lu2TlCu3Se5,False
2728,Lu3BC3,True
2729,Lu3Ga,True
2730,Lu3InN,True
2731,Lu3TlC,True
2732,Lu4C7,True
2733,Lu5(Si5Ir2)2,True
2734,Lu5Si3B,True
2735,Lu7(NiTe)2,True
2736,Lu7(TePd)2,True
2737,LuAg2,True
2738,LuAl2Pd5,True
2739,LuAlAg2,True
2740,LuAu,True
2741,LuBPd3,True
2742,LuC2,True
2743,LuCd4B3O10,False
2744,LuCdAg2,True
2745,LuGaRh2,True
2746,LuGe2,True
2747,LuHfRu2,True
2748,LuIr,True
2749,LuIr2,True
2750,LuMnSi,True
2751,LuNiBC,True
2752,LuP,False
2753,LuPt3,True
2754,LuScRh2,True
2755,LuScRu2,True
2756,LuScZn2,True
2757,LuSi2Ni,True
2758,LuSiIr,True
2759,LuU2S3O2,True
2760,LuUO3,True
2761,Mg(As2Rh3)2,True
2762,Mg(CoS2)2,True
2763,Mg(FeO2)4,True
2764,Mg(FeS2)2,True
2765,Mg(SnO2)4,True
2766,Mg(TiS2)4,True
2767,Mg10B16Ir19,True
2768,Mg17Al11Pd,True
2769,Mg23Al30,True
2770,Mg2AgIr,True
2771,Mg2Co,False
2772,Mg2CrN2,True
2773,Mg2Cu,True
2774,Mg2CuWO6,True
2775,Mg2Ga,True
2776,Mg2Ge,False
2777,Mg2GeB2Rh5,True
2778,Mg2GeSe4,False
2779,Mg2MnN2,True
2780,Mg2Pb,False
2781,Mg2PdAu,True
2782,Mg2RhAu,True
2783,Mg2Si,False
2784,Mg2SiPt,True
2785,Mg2Sn,False
2786,Mg2TcO4,True
2787,Mg2TiIrO6,True
2788,Mg2V9O13,True
2789,Mg2Zr14O5,True
2790,Mg3(B25C4)2,False
2791,Mg3(MnAl9)2,True
2792,Mg3(Ni10B3)2,True
2793,Mg3(Ni10P3)2,True
2794,Mg32Al36Ag13,True
2795,Mg3Al9FeSi5,True
2796,Mg3As2,False
2797,Mg3AsN,False
2798,Mg3Bi2,True
2799,Mg3Ga7Co2,True
2800,Mg3Ge,True
2801,Mg3N2,False
2802,Mg3P2,False
2803,Mg3Rh,True
2804,Mg3Ru2,True
2805,Mg3Sb2,False
2806,Mg3Tl,True
2807,Mg4Sc3(SiO3)8,True
2808,Mg5As,True
2809,Mg5B3O9F,False
2810,Mg5Ti13O30,True
2811,Mg5Tl2,True
2812,Mg9CuO10,True
2813,MgAgAs,True
2814,MgCo2(PO5)2,True
2815,MgCr,True
2816,MgCu2GeS4,False
2817,MgCu2SiS4,False
2818,MgCuBi,True
2819,MgCuSb,True
2820,MgCuSn,True
2821,MgF2,False
2822,MgGeN2,False
2823,MgIn3,True
2824,MgInAg2,True
2825,MgInPd2,True
2826,MgMnO3,True
2827,MgMnRh2,True
2828,MgNiSb,True
2829,MgO,False
2830,MgPb3,True
2831,MgPt5,True
2832,MgRh2Pb,True
2833,MgRhF6,True
2834,MgSbF6,True
2835,MgSbPt,True
2836,MgSc,True
2837,MgScAg2,True
2838,MgSe,False
2839,MgSi7Ir3,True
2840,MgSiN2,False
2841,MgSnRh2,True
2842,MgTe,False
2843,MgTi11O20,True
2844,MgTi4O6,True
2845,MgTl,True
2846,MgV4O6,True
2847,MgZn2,True
2848,Mn(BW)2,True
2849,Mn(CoO2)4,True
2850,Mn(PbO2)2,False
2851,Mn(SbO2)2,False
2852,Mn(SbO3)2,True
2853,Mn(SbSe2)2,False
2854,Mn0.05Te1Pb0.95,False
2855,Mn0.1Te1Pb0.9,False
2856,Mn11Si19,False
2857,Mn15Si26,False
2858,Mn2AlB2,True
2859,Mn2AlO4,True
2860,Mn2CoAs,True
2861,Mn2CoGe,True
2862,Mn2Cu(PO4)3,True
2863,Mn2GaW,True
2864,Mn2GeS4,True
2865,Mn2Hg5,True
2866,Mn2Nb,True
2867,Mn2OF3,True
2868,Mn2P,True
2869,Mn2Tl2O7,True
2870,Mn2VSi,True
2871,Mn3(OF3)2,True
2872,Mn3Al10,True
2873,Mn3Cr3(CoO8)2,True
2874,Mn3Cr3(TeO8)2,True
2875,Mn3NbO8,True
2876,Mn3NiN,True
2877,Mn3PdN,True
2878,Mn3PtN,True
2879,Mn3SbO8,True
2880,Mn3V2(SiO4)3,True
2881,Mn5As4,True
2882,Mn5Ge2,True
2883,Mn5O3F5,True
2884,Mn5O7,True
2885,Mn7O7F,True
2886,MnAl3,False
2887,MnAlAu2,True
2888,MnAs,True
2889,MnBe2Co,True
2890,MnCdO2,True
2891,MnCoSi,True
2892,MnCu2Sn,True
2893,MnCu3,True
2894,MnF2,False
2895,MnFeAs,True
2896,MnFeCoGe,True
2897,MnGaNi2,True
2898,MnGaPt,True
2899,MnGePd,True
2900,MnGeRh2,True
2901,MnI2,False
2902,MnIn2PbS5,False
2903,MnInCu2,True
2904,MnNbO4,True
2905,MnNi,True
2906,MnNiP,True
2907,MnO,False
2908,MnO2,False
2909,MnP2,True
2910,MnP4,False
2911,MnPSe3,False
2912,MnS,True
2913,MnSb3(PO4)6,True
2914,MnSbPd,True
