,formula,phase,processing,gfa
3508,B6Fe79P15,AM,meltspin,1
3509,B6Fe80P14,AM,meltspin,1
3510,B6Fe81P13,AM,meltspin,1
3511,B6Fe82P12,AM,meltspin,1
3512,B6Fe83P11,AM,meltspin,1
3513,B7Fe79P14,AM,meltspin,1
3514,B7Fe80P13,AM,meltspin,1
3515,B7Fe81P12,AM,meltspin,1
3516,B7Fe82P11,AM,meltspin,1
3517,B7Fe83P10,AM,meltspin,1
3518,B8Fe79P13,AM,meltspin,1
3519,B8Fe80P12,AM,meltspin,1
3520,B8Fe81P11,AM,meltspin,1
3521,B8Fe82P10,AM,meltspin,1
3522,B8Fe83P9,AM,meltspin,1
3523,B9Fe78P13,AM,meltspin,1
3524,B9Fe79P12,AM,meltspin,1
3525,B9Fe80P11,AM,meltspin,1
3526,B9Fe81P10,AM,meltspin,1
3527,B9Fe82P9,AM,meltspin,1
3528,B10Fe79P11,AM,meltspin,1
3529,B10Fe80P10,AM,meltspin,1
3530,B10Fe81P9,AM,meltspin,1
3531,B10Fe83P7,AM,meltspin,1
3532,B11Fe79P10,AM,meltspin,1
3533,B11Fe80P9,AM,meltspin,1
3534,B12Fe79P9,AM,meltspin,1
3535,B12Fe80P8,AM,meltspin,1
3536,B12Fe81P7,AM,meltspin,1
3537,B12Fe82P6,AM,meltspin,1
3538,B12Fe83P5,AM,meltspin,1
3539,B13Fe77P10,AM,meltspin,1
3540,B13Fe79P8,AM,meltspin,1
3541,B13Fe80P7,AM,meltspin,1
3542,B14Fe79P7,AM,meltspin,1
3543,B14Fe81P5,AM,meltspin,1
3544,B14Fe83P3,AM,meltspin,1
3545,B15Fe77P8,AM,meltspin,1
3546,B15Fe79P6,AM,meltspin,1
3547,B15Fe80P5,AM,meltspin,1
3548,B16Fe79P5,AM,meltspin,1
3549,B16Fe81P3,AM,meltspin,1
3550,B17Fe77P6,AM,meltspin,1
3551,B17Fe79P4,AM,meltspin,1
3552,B20Fe76P4,AM,meltspin,1
3553,B20Fe80P0,AM,meltspin,1
3554,B21Fe75P4,AM,meltspin,1
3555,B3Fe83P14,CR,meltspin,0
3556,B4Fe84P12,CR,meltspin,0
3557,B5Fe84P11,CR,meltspin,0
3558,B6Fe84P10,CR,meltspin,0
3559,B7Fe84P9,CR,meltspin,0
3560,B11Fe75P14,CR,meltspin,0
3561,B11Fe85P4,CR,meltspin,0
3562,B17Fe80P3,CR,meltspin,0
3563,B18Fe79P3,CR,meltspin,0
3564,B18Fe80P2,CR,meltspin,0
3565,B18Fe82P0,CR,meltspin,0
3566,B19Fe75P6,CR,meltspin,0
3567,B19Fe77P4,CR,meltspin,0
3568,B19Fe81P0,CR,meltspin,0
3569,B21Fe79P0,CR,meltspin,0
3570,B4Fe80P16,AM,meltspin,1
3571,B6Fe80P14,AM,meltspin,1
3572,B7Fe80P13,AM,meltspin,1
3573,B8Fe80P12,AM,meltspin,1
3574,B10Fe80P10,AM,meltspin,1
3575,B12Fe80P8,AM,meltspin,1
3576,B14Fe80P6,AM,meltspin,1
3577,B16Fe80P4,AM,meltspin,1
3578,B18Fe80P2,AM,meltspin,1
3579,B20Fe80P0,AM,meltspin,1
3580,B18Fe80Pd2,AM,meltspin,1
3581,B19Fe81Pd0,AM,meltspin,1
3582,B17Fe80Si3,AM,meltspin,1
3583,B20Fe80Si0,AM,meltspin,1
3584,B12Fe78Si10,AM,meltspin,1
3585,B9Fe77.5Si13.5,AM,meltspin,1
3586,B12Fe72Si16,AM,meltspin,1
3587,B12Fe75Si13,AM,meltspin,1
3588,B12Fe77Si11,AM,meltspin,1
3589,B12Fe80Si8,AM,meltspin,1
3590,B15Fe72.5Si12.5,AM,meltspin,1
3591,B15Fe75Si10,AM,meltspin,1
3592,B15Fe77.5Si7.5,AM,meltspin,1
3593,B15Fe81Si4,AM,meltspin,1
3594,B15Fe83Si2,AM,meltspin,1
3595,B16Fe82Si2,AM,meltspin,1
3596,B18Fe72Si10,AM,meltspin,1
3597,B18Fe78Si4,AM,meltspin,1
3598,B18Fe80Si2,AM,meltspin,1
3599,B18Fe82Si0,AM,meltspin,1
3600,B20Fe78Si2,AM,meltspin,1
3601,B21Fe70Si9,AM,meltspin,1
3602,B21Fe72Si7,AM,meltspin,1
3603,B21Fe75Si4,AM,meltspin,1
3604,B22Fe71Si7,AM,meltspin,1
3605,B24Fe69Si7,AM,meltspin,1
3606,B9Fe80Si11,AC,meltspin,0
3607,B12Fe84Si4,AC,meltspin,0
3608,B13Fe85Si2,AC,meltspin,0
3609,B24Fe73Si3,AC,meltspin,0
3610,B6Fe83Si11,CR,meltspin,0
3611,B9Fe83Si8,CR,meltspin,0
3612,B22Fe76Si2,CR,meltspin,0
3613,B24Fe74Si2,CR,meltspin,0
3614,B12Fe78Si10,AM,meltspin,1
3615,B5Fe80Si15,AM,meltspin,1
3616,B7.5Fe77.5Si15,AM,meltspin,1
3617,B7.5Fe80Si12.5,AM,meltspin,1
3618,B10Fe72.5Si17.5,AM,meltspin,1
3619,B10Fe75Si15,AM,meltspin,1
3620,B10Fe77.5Si12.5,AM,meltspin,1
3621,B10Fe80Si10,AM,meltspin,1
3622,B12.5Fe70Si17.5,AM,meltspin,1
3623,B12.5Fe72.5Si15,AM,meltspin,1
3624,B12.5Fe75Si12.5,AM,meltspin,1
3625,B12.5Fe77.5Si10,AM,meltspin,1
3626,B12.5Fe80Si7.5,AM,meltspin,1
3627,B12.5Fe82.5Si5,AM,meltspin,1
3628,B15Fe67.5Si17.5,AM,meltspin,1
3629,B15Fe70Si15,AM,meltspin,1
3630,B15Fe72.5Si12.5,AM,meltspin,1
3631,B15Fe75Si10,AM,meltspin,1
3632,B15Fe77.5Si7.5,AM,meltspin,1
3633,B15Fe80Si5,AM,meltspin,1
3634,B17.5Fe67.5Si15,AM,meltspin,1
3635,B17.5Fe70Si12.5,AM,meltspin,1
3636,B17.5Fe72.5Si10,AM,meltspin,1
3637,B17.5Fe75Si7.5,AM,meltspin,1
3638,B17.5Fe77.5Si5,AM,meltspin,1
3639,B20Fe65Si15,AM,meltspin,1
3640,B20Fe67.5Si12.5,AM,meltspin,1
3641,B20Fe70Si10,AM,meltspin,1
3642,B20Fe72.5Si7.5,AM,meltspin,1
3643,B20Fe75Si5,AM,meltspin,1
3644,B20Fe77.5Si2.5,AM,meltspin,1
3645,B20Fe80Si0,AM,meltspin,1
3646,B22.5Fe67.5Si10,AM,meltspin,1
3647,B22.5Fe70Si7.5,AM,meltspin,1
3648,B22.5Fe72.5Si5,AM,meltspin,1
3649,B22.5Fe77.5Si0,AM,meltspin,1
3650,B81.5Fe12.5Si6,AC,meltspin,0
3651,B7.5Fe74.5Si18,CR,meltspin,0
3652,B7.5Fe82.5Si10,CR,meltspin,0
3653,B10Fe83.5Si6.5,CR,meltspin,0
3654,B12Fe78Si10,AM,meltspin,1
3655,B5Fe80Si15,AM,meltspin,1
3656,B7.5Fe77.5Si15,AM,meltspin,1
3657,B7.5Fe80Si12.5,AM,meltspin,1
3658,B10Fe72.5Si17.5,AM,meltspin,1
3659,B10Fe75Si15,AM,meltspin,1
3660,B10Fe77.5Si12.5,AM,meltspin,1
3661,B10Fe80Si10,AM,meltspin,1
3662,B12.5Fe70Si17.5,AM,meltspin,1
3663,B12.5Fe72.5Si15,AM,meltspin,1
3664,B12.5Fe75Si12.5,AM,meltspin,1
3665,B12.5Fe77.5Si10,AM,meltspin,1
3666,B12.5Fe80Si7.5,AM,meltspin,1
3667,B12.5Fe82.5Si5,AM,meltspin,1
3668,B15Fe67.5Si17.5,AM,meltspin,1
3669,B15Fe70Si15,AM,meltspin,1
3670,B15Fe72.5Si12.5,AM,meltspin,1
3671,B15Fe75Si10,AM,meltspin,1
3672,B15Fe77.5Si7.5,AM,meltspin,1
3673,B15Fe80Si5,AM,meltspin,1
3674,B17.5Fe67.5Si15,AM,meltspin,1
3675,B17.5Fe70Si12.5,AM,meltspin,1
3676,B17.5Fe72.5Si10,AM,meltspin,1
3677,B17.5Fe75Si7.5,AM,meltspin,1
3678,B17.5Fe77.5Si5,AM,meltspin,1
3679,B20Fe65Si15,AM,meltspin,1
3680,B20Fe67.5Si12.5,AM,meltspin,1
3681,B20Fe70Si10,AM,meltspin,1
3682,B20Fe70Si10,AM,meltspin,1
3683,B20Fe72.5Si7.5,AM,meltspin,1
3684,B20Fe75Si5,AM,meltspin,1
3685,B20Fe77.5Si2.5,AM,meltspin,1
3686,B20Fe80Si0,AM,meltspin,1
3687,B22.5Fe67.5Si10,AM,meltspin,1
3688,B22.5Fe70Si7.5,AM,meltspin,1
3689,B22.5Fe72.5Si5,AM,meltspin,1
3690,B22.5Fe77.5Si0,AM,meltspin,1
3691,B6Fe81.5Si12.5,AC,meltspin,0
3692,B7.5Fe75Si17.5,CR,meltspin,0
3693,B7.5Fe82.5Si10,CR,meltspin,0
3694,B10Fe83Si7,CR,meltspin,0
3695,B10Fe75Si15,AM,meltspin,1
3696,B13Fe75Si12,AM,meltspin,1
3697,B14.5Fe81.5Si4,AM,meltspin,1
3698,B14Fe83Si3,AM,meltspin,1
3699,B12Fe80Si8,AM,meltspin,1
3700,B14Fe78Si8,AM,meltspin,1
3701,B17Fe79.5Si3.5,AM,meltspin,1
3702,B19Fe81Si0,AM,meltspin,1
3703,B5Fe80Si15,AM,meltspin,1
3704,B7.5Fe75Si17.5,AM,meltspin,1
3705,B7.5Fe80Si12.5,AM,meltspin,1
3706,B10Fe70Si20,AM,meltspin,1
3707,B10Fe75Si15,AM,meltspin,1
3708,B10Fe80Si10,AM,meltspin,1
3709,B12Fe70Si18,AM,meltspin,1
3710,B12Fe75Si13,AM,meltspin,1
3711,B12Fe80Si8,AM,meltspin,1
3712,B15Fe70Si15,AM,meltspin,1
3713,B15Fe72Si13,AM,meltspin,1
3714,B15Fe75Si10,AM,meltspin,1
3715,B15Fe78Si7,AM,meltspin,1
3716,B15Fe80Si5,AM,meltspin,1
3717,B15Fe82Si3,AM,meltspin,1
3718,B15Fe85Si0,AM,meltspin,1
3719,B17Fe70Si13,AM,meltspin,1
3720,B17Fe80Si3,AM,meltspin,1
3721,B17Fe83Si0,AM,meltspin,1
3722,B17.5Fe80Si2.5,AM,meltspin,1
3723,B20Fe70Si10,AM,meltspin,1
3724,B20Fe75Si5,AM,meltspin,1
3725,B20Fe80Si0,AM,meltspin,1
3726,B22Fe75Si3,AM,meltspin,1
3727,B22Fe78Si0,AM,meltspin,1
3728,B22.5Fe70Si7.5,AM,meltspin,1
3729,B25Fe75Si0,AM,meltspin,1
3730,B10Fe75Si15,AM,meltspin,1
3731,B10Fe80Si10,AM,meltspin,1
3732,B12Fe78Si10,AM,meltspin,1
3733,B12Fe80Si8,AM,meltspin,1
3734,B12.2Fe74.8Si13,AM,meltspin,1
3735,B12.5Fe75Si12.5,AM,meltspin,1
3736,B12.5Fe77.5Si10,AM,meltspin,1
3737,B12.5Fe78.5Si9,AM,meltspin,1
3738,B14.5Fe78Si7.5,AM,meltspin,1
3739,B15Fe72.5Si12.5,AM,meltspin,1
3740,B15Fe74.5Si10.5,AM,meltspin,1
3741,B15Fe75.3Si9.7,AM,meltspin,1
3742,B15Fe77.5Si7.5,AM,meltspin,1
3743,B15Fe80Si5,AM,meltspin,1
3744,B16Fe74Si10,AM,meltspin,1
3745,B17.5Fe72.5Si10,AM,meltspin,1
3746,B17.5Fe73Si9.5,AM,meltspin,1
3747,B17.5Fe75Si7.5,AM,meltspin,1
3748,B17.8Fe74.9Si7.3,AM,meltspin,1
3749,B20Fe67Si13,AM,meltspin,1
3750,B20Fe70Si10,AM,meltspin,1
3751,B14Fe79Si7,AM,meltspin,1
3752,B12Fe82Si6,AM,meltspin,1
3753,B12Fe83Si5,AM,meltspin,1
3754,B12Fe84Si4,AM,meltspin,1
3755,B13Fe82Si5,AM,meltspin,1
3756,B13Fe83Si4,AM,meltspin,1
3757,B13Fe84Si3,AM,meltspin,1
3758,B14Fe82Si4,AM,meltspin,1
3759,B14Fe83Si3,AM,meltspin,1
3760,B14Fe84Si2,AM,meltspin,1
3761,B15Fe82Si3,AM,meltspin,1
3762,B15Fe83Si2,AM,meltspin,1
3763,B15Fe84Si1,AM,meltspin,1
3764,B16Fe82Si2,AM,meltspin,1
3765,B16Fe83Si1,AM,meltspin,1
3766,B17Fe82Si1,AM,meltspin,1
3767,B17Fe83Si0,AM,meltspin,1
3768,B18Fe82Si0,AM,meltspin,1
3769,B15Fe77.5Si7.5,AM,meltspin,1
3770,B7Fe78Si15,AM,meltspin,1
3771,B10Fe75Si15,AM,meltspin,1
3772,B16.5Fe82Sn1.5,AM,meltspin,1
3773,B19Fe81Sn0,AM,meltspin,1
3774,B10Fe83Ta7,AM,meltspin,1
3775,B14Fe86Ta0,AM,meltspin,1
3776,B10Fe20Ti70,AM,meltspin,1
3777,B16Fe80.64Ti3.36,AM,meltspin,1
3778,B16Fe83.2Ti0.8,AM,meltspin,1
3779,B16Fe84Ti0,AM,meltspin,1
3780,B20Fe75Ti5,AM,meltspin,1
3781,B20Fe76Ti4,AM,meltspin,1
3782,B19Fe81Ti0,AM,meltspin,1
3783,B20Fe75Ti5,AM,meltspin,1
3784,B19Fe81Ti0,AM,meltspin,1
3785,B20Fe76Ti4,AM,meltspin,1
3786,B10Fe83Ti7,AM,meltspin,1
3787,B11Fe82Ti7,AM,meltspin,1
3788,B14Fe86Ti0,AM,meltspin,1
3789,B20Fe75V5,AM,meltspin,1
3790,B20Fe78V2,AM,meltspin,1
3791,B12Fe78V10,AM,meltspin,1
3792,B12Fe83V5,AM,meltspin,1
3793,B14Fe71V15,AM,meltspin,1
3794,B14Fe76V10,AM,meltspin,1
3795,B14Fe81V5,AM,meltspin,1
3796,B16Fe69V15,AM,meltspin,1
3797,B16Fe74V10,AM,meltspin,1
3798,B16Fe79V5,AM,meltspin,1
3799,B10Fe80V10,AC,meltspin,0
3800,B10Fe85V5,AC,meltspin,0
3801,B4Fe86V10,CR,meltspin,0
3802,B4Fe91V5,CR,meltspin,0
3803,B6Fe84V10,CR,meltspin,0
3804,B6Fe89V5,CR,meltspin,0
3805,B8Fe82V10,CR,meltspin,0
3806,B8Fe87V5,CR,meltspin,0
3807,B10Fe75V15,CR,meltspin,0
3808,B12Fe73V15,CR,meltspin,0
3809,B19Fe81V0,AM,meltspin,1
3810,B20Fe75V5,AM,meltspin,1
3811,B19Fe81V0,AM,meltspin,1
3812,B21Fe75V4,AM,meltspin,1
3813,B14Fe79V7,AM,meltspin,1
3814,B14Fe86V0,AM,meltspin,1
3815,B9Fe6W85,AM,meltspin,1
3816,B9Fe91W0,AM,meltspin,1
3817,B17Fe80.5W2.5,AM,meltspin,1
3818,B25Fe5W70,AM,meltspin,1
3819,B25Fe75W0,AM,meltspin,1
3820,B20Fe72W8,AM,meltspin,1
3821,B20Fe73.5W6.5,AM,meltspin,1
3822,B20Fe76W4,AM,meltspin,1
3823,B20Fe77.5W2.5,AM,meltspin,1
3824,B20Fe79W1,AM,meltspin,1
3825,B12Fe81W7,AM,meltspin,1
3826,B14Fe79W7,AM,meltspin,1
3827,B14Fe86W0,AM,meltspin,1
3828,B0Fe88Zr12,AM,meltspin,1
3829,B0Fe89Zr11,AM,meltspin,1
3830,B0Fe90Zr10,AM,meltspin,1
3831,B0Fe91Zr9,AM,meltspin,1
3832,B2Fe85Zr13,AM,meltspin,1
3833,B2Fe88Zr10,AM,meltspin,1
3834,B3Fe85Zr12,AM,meltspin,1
3835,B4Fe86Zr10,AM,meltspin,1
3836,B4Fe88Zr8,AM,meltspin,1
3837,B5Fe80Zr15,AM,meltspin,1
3838,B5Fe83Zr12,AM,meltspin,1
3839,B5Fe85Zr10,AM,meltspin,1
3840,B7Fe85Zr8,AM,meltspin,1
3841,B8Fe80Zr12,AM,meltspin,1
3842,B8Fe82Zr10,AM,meltspin,1
3843,B8Fe85Zr7,AM,meltspin,1
3844,B9Fe86Zr5,AM,meltspin,1
3845,B10Fe75Zr15,AM,meltspin,1
3846,B10Fe78Zr12,AM,meltspin,1
3847,B10Fe80Zr10,AM,meltspin,1
3848,B10Fe82Zr8,AM,meltspin,1
3849,B10Fe85Zr5,AM,meltspin,1
3850,B10Fe87Zr3,AM,meltspin,1
3851,B12Fe78Zr10,AM,meltspin,1
3852,B12Fe80Zr8,AM,meltspin,1
3853,B12Fe88Zr0,AM,meltspin,1
3854,B13Fe72Zr15,AM,meltspin,1
3855,B13Fe75Zr12,AM,meltspin,1
3856,B13Fe82Zr5,AM,meltspin,1
3857,B14Fe78Zr8,AM,meltspin,1
3858,B14Fe80Zr6,AM,meltspin,1
3859,B15Fe75Zr10,AM,meltspin,1
3860,B15Fe78Zr7,AM,meltspin,1
3861,B15Fe80Zr5,AM,meltspin,1
3862,B15Fe82Zr3,AM,meltspin,1
3863,B15Fe83Zr2,AM,meltspin,1
3864,B16Fe78Zr6,AM,meltspin,1
3865,B16Fe80Zr4,AM,meltspin,1
3866,B17Fe75Zr8,AM,meltspin,1
3867,B17Fe78Zr5,AM,meltspin,1
3868,B17Fe80Zr3,AM,meltspin,1
3869,B18Fe80Zr2,AM,meltspin,1
3870,B19Fe78Zr3,AM,meltspin,1
3871,B20Fe70Zr10,AM,meltspin,1
3872,B20Fe72Zr8,AM,meltspin,1
3873,B20Fe75Zr5,AM,meltspin,1
3874,B20Fe75Zr5,AM,meltspin,1
3875,B20Fe80Zr0,AM,meltspin,1
3876,B22Fe68Zr10,AM,meltspin,1
3877,B22Fe70Zr8,AM,meltspin,1
3878,B22Fe73Zr5,AM,meltspin,1
3879,B22Fe75Zr3,AM,meltspin,1
3880,B22Fe78Zr0,AM,meltspin,1
3881,B25Fe70Zr5,AM,meltspin,1
3882,B3Fe82Zr15,AC,meltspin,0
3883,B7Fe88Zr5,AC,meltspin,0
3884,B10Fe88Zr2,AC,meltspin,0
3885,B0Fe87Zr13,CR,meltspin,0
3886,B0Fe92Zr8,CR,meltspin,0
3887,B5Fe90Zr5,CR,meltspin,0
3888,B8Fe90Zr2,CR,meltspin,0
3889,B0Fe90Zr10,AM,meltspin,1
3890,B0Fe92Zr8,AM,meltspin,1
3891,B1Fe90Zr9,AM,meltspin,1
3892,B1Fe92Zr7,AM,meltspin,1
3893,B1.5Fe92Zr6.5,AM,meltspin,1
3894,B2Fe90Zr8,AM,meltspin,1
3895,B2.5Fe92Zr5.5,AM,meltspin,1
3896,B3Fe90Zr7,AM,meltspin,1
3897,B3.5Fe92Zr4.5,AM,meltspin,1
3898,B4Fe90Zr6,AM,meltspin,1
3899,B0Fe24Zr76,AM,meltspin,1
3900,B0Fe30Zr70,AM,meltspin,1
3901,B4Fe23Zr73,AM,meltspin,1
3902,B6Fe22.6Zr71.4,AM,meltspin,1
3903,B8Fe22Zr70,AM,meltspin,1
3904,B12Fe21Zr67,AM,meltspin,1
3905,B17Fe20Zr63,AM,meltspin,1
3906,B20Fe19Zr61,AM,meltspin,1
3907,B25Fe18Zr57,AM,meltspin,1
3908,B30Fe16.8Zr53.2,AM,meltspin,1
3909,B0Fe88Zr12,AM,meltspin,1
3910,B0Fe89Zr11,AM,meltspin,1
3911,B0Fe90Zr10,AM,meltspin,1
3912,B0Fe91Zr9,AM,meltspin,1
3913,B2Fe85Zr13,AM,meltspin,1
3914,B2Fe88Zr10,AM,meltspin,1
3915,B3Fe85Zr12,AM,meltspin,1
3916,B4Fe86Zr10,AM,meltspin,1
3917,B4Fe88Zr8,AM,meltspin,1
3918,B5Fe83Zr12,AM,meltspin,1
3919,B5Fe85Zr10,AM,meltspin,1
3920,B6Fe84Zr10,AM,meltspin,1
3921,B7Fe85Zr8,AM,meltspin,1
3922,B8Fe80Zr12,AM,meltspin,1
3923,B8Fe82Zr10,AM,meltspin,1
3924,B8Fe85Zr7,AM,meltspin,1
3925,B9Fe86Zr5,AM,meltspin,1
3926,B10Fe78Zr12,AM,meltspin,1
3927,B10Fe80Zr10,AM,meltspin,1
3928,B10Fe82Zr8,AM,meltspin,1
3929,B10Fe85Zr5,AM,meltspin,1
3930,B10Fe87Zr3,AM,meltspin,1
3931,B11Fe84Zr5,AM,meltspin,1
3932,B12Fe78Zr10,AM,meltspin,1
3933,B12Fe80Zr8,AM,meltspin,1
3934,B12Fe88Zr0,AM,meltspin,1
3935,B13Fe72Zr15,AM,meltspin,1
3936,B13Fe75Zr12,AM,meltspin,1
3937,B13Fe82Zr5,AM,meltspin,1
3938,B14Fe78Zr8,AM,meltspin,1
3939,B14Fe80Zr6,AM,meltspin,1
3940,B15Fe75Zr10,AM,meltspin,1
3941,B15Fe78Zr7,AM,meltspin,1
3942,B15Fe79Zr6,AM,meltspin,1
3943,B15Fe80Zr5,AM,meltspin,1
3944,B15Fe82Zr3,AM,meltspin,1
3945,B15Fe83Zr2,AM,meltspin,1
3946,B16Fe78Zr6,AM,meltspin,1
3947,B16Fe80Zr4,AM,meltspin,1
3948,B17Fe75Zr8,AM,meltspin,1
3949,B17Fe78Zr5,AM,meltspin,1
3950,B17Fe80Zr3,AM,meltspin,1
3951,B18Fe80Zr2,AM,meltspin,1
3952,B19Fe78Zr3,AM,meltspin,1
3953,B20Fe70Zr10,AM,meltspin,1
3954,B20Fe72Zr8,AM,meltspin,1
3955,B20Fe75Zr5,AM,meltspin,1
3956,B20Fe80Zr0,AM,meltspin,1
3957,B22Fe68Zr10,AM,meltspin,1
3958,B22Fe70Zr8,AM,meltspin,1
3959,B22Fe73Zr5,AM,meltspin,1
3960,B22Fe75Zr3,AM,meltspin,1
3961,B22Fe78Zr0,AM,meltspin,1
3962,B25Fe70Zr5,AM,meltspin,1
3963,B7Fe88Zr5,AC,meltspin,0
3964,B10Fe88Zr2,AC,meltspin,0
3965,B0Fe87Zr13,CR,meltspin,0
3966,B0Fe92Zr8,CR,meltspin,0
3967,B5Fe90Zr5,CR,meltspin,0
3968,B8Fe90Zr2,CR,meltspin,0
3969,B3Fe90Zr7,AM,meltspin,1
3970,B2Fe91Zr7,AM,meltspin,1
3971,B4Fe89Zr7,AM,meltspin,1
3972,B6Fe87Zr7,AM,meltspin,1
3973,B8Fe85Zr7,AM,meltspin,1
3974,B3Fe90Zr7,AM,meltspin,1
3975,B0Fe92Zr8,AM,meltspin,1
3976,B2Fe91Zr7,AM,meltspin,1
3977,B2Fe91Zr7,AM,meltspin,1
3978,B4Fe89Zr7,AM,meltspin,1
3979,B6Fe87Zr7,AM,meltspin,1
3980,B12Fe81Zr7,AM,meltspin,1
3981,B14Fe86Zr0,AM,meltspin,1
3982,B16Fe77Zr7,AM,meltspin,1
3983,B17Mo12.5Ni70.5,AM,meltspin,1
3984,B17Mo14.5Ni68.5,AM,meltspin,1
3985,B17Mo16.5Ni66.5,AM,meltspin,1
3986,B10Mo80P10,AM,meltspin,1
3987,B20Mo24Rh56,AM,meltspin,1
3988,B10Mo70Si20,AM,meltspin,1
3989,B7.5Mo70Si22.5,AM,meltspin,1
3990,B10Mo70Si20,AM,meltspin,1
3991,B10Mo75Si15,AM,meltspin,1
3992,B12Mo71Si17,AM,meltspin,1
3993,B12Mo78Si10,AM,meltspin,1
3994,B15Mo70Si15,AM,meltspin,1
3995,B15Mo75Si10,AM,meltspin,1
3996,B17Mo73Si10,AM,meltspin,1
3997,B17Mo75Si8,AM,meltspin,1
3998,B17.5Mo70Si12.5,AM,meltspin,1
3999,B20Mo67.5Si12.5,AM,meltspin,1
4000,B20Mo70Si10,AM,meltspin,1
4001,B20Mo72.5Si7.5,AM,meltspin,1
4002,B20Mo75Si5,AM,meltspin,1
4003,B22Mo68Si10,AM,meltspin,1
4004,B22Mo70Si8,AM,meltspin,1
4005,B25Mo65Si10,AM,meltspin,1
4006,B20Mo65Si15,AC,meltspin,0
4007,B5Mo70Si25,CR,meltspin,0
4008,B5Mo75Si20,CR,meltspin,0
4009,B5Mo80Si15,CR,meltspin,0
4010,B5Mo85Si10,CR,meltspin,0
4011,B5Mo90Si5,CR,meltspin,0
4012,B10Mo65Si25,CR,meltspin,0
4013,B10Mo80Si10,CR,meltspin,0
4014,B10Mo85Si5,CR,meltspin,0
4015,B10Mo90Si0,CR,meltspin,0
4016,B15Mo65Si20,CR,meltspin,0
4017,B15Mo80Si5,CR,meltspin,0
4018,B15Mo85Si0,CR,meltspin,0
4019,B20Mo60Si20,CR,meltspin,0
4020,B20Mo77.5Si2.5,CR,meltspin,0
4021,B20Mo80Si0,CR,meltspin,0
4022,B25Mo60Si15,CR,meltspin,0
4023,B25Mo70Si5,CR,meltspin,0
4024,B25Mo75Si0,CR,meltspin,0
4025,B30Mo60Si10,CR,meltspin,0
4026,B30Mo70Si0,CR,meltspin,0
4027,B17Nb5Ni78,AM,meltspin,1
4028,B17Nb8Ni75,AM,meltspin,1
4029,B17Nb10Ni73,AM,meltspin,1
4030,B17Nb11.5Ni71.5,AM,meltspin,1
4031,B17Nb16.5Ni66.5,AM,meltspin,1
4032,B5Ni80P15,AM,meltspin,1
4033,B10Ni80P10,AM,meltspin,1
4034,B0Ni81.5P18.5,AM,meltspin,1
4035,B1.8Ni81.5P16.7,AM,meltspin,1
4036,B5.5Ni81.5P13,AM,meltspin,1
4037,B11.1Ni81.5P7.4,AM,meltspin,1
4038,B14.8Ni81.5P3.7,AM,meltspin,1
4039,B16.7Ni81.5P1.8,AM,meltspin,1
4040,B18.5Ni81.5P0,AM,meltspin,1
4041,B6Ni80P14,AM,meltspin,1
4042,B10Ni76P14,AM,meltspin,1
4043,B12Ni74P14,AM,meltspin,1
4044,B15Ni71P14,AM,meltspin,1
4045,B2Ni81.5P16.5,AM,meltspin,1
4046,B5.5Ni81.5P13,AM,meltspin,1
4047,B6Ni80P14,AM,meltspin,1
4048,B10Ni76P14,AM,meltspin,1
4049,B12Ni81.5P6.5,AM,meltspin,1
4050,B15Ni71P14,AM,meltspin,1
4051,B15Ni81.5P3.5,AM,meltspin,1
4052,B17Ni81.5P1.5,AM,meltspin,1
4053,B18Ni80P2,AM,meltspin,1
4054,B10Ni76Si14,AM,meltspin,1
4055,B12Ni72Si16,AM,meltspin,1
4056,B13Ni72Si15,AM,meltspin,1
4057,B14Ni70Si16,AM,meltspin,1
4058,B14Ni76Si10,AM,meltspin,1
4059,B16Ni72Si12,AM,meltspin,1
4060,B17Ni69Si14,AM,meltspin,1
4061,B17Ni75Si8,AM,meltspin,1
4062,B20Ni72Si8,AM,meltspin,1
4063,B24Ni66Si10,AM,meltspin,1
4064,B24Ni68Si8,AM,meltspin,1
4065,B24Ni72Si4,AM,meltspin,1
4066,B28Ni66Si6,AM,meltspin,1
4067,B28Ni68Si4,AM,meltspin,1
4068,B28Ni69Si3,AM,meltspin,1
4069,B12Ni78Si10,CR,meltspin,0
4070,B14Ni80Si6,CR,meltspin,0
4071,B16Ni80Si4,CR,meltspin,0
4072,B20Ni76Si4,CR,meltspin,0
4073,B12Ni78Si10,AM,meltspin,1
4074,B10Ni76Si14,AM,meltspin,1
4075,B12Ni78Si10,AM,meltspin,1
4076,B13Ni72Si15,AM,meltspin,1
4077,B14Ni76Si10,AM,meltspin,1
4078,B16Ni72Si12,AM,meltspin,1
4079,B17Ni69Si14,AM,meltspin,1
4080,B17Ni75Si8,AM,meltspin,1
4081,B18Ni76Si6,AM,meltspin,1
4082,B20Ni68Si12,AM,meltspin,1
4083,B20Ni72Si8,AM,meltspin,1
4084,B20Ni76Si4,AM,meltspin,1
4085,B22Ni72Si6,AM,meltspin,1
4086,B24Ni66Si10,AM,meltspin,1
4087,B24Ni68Si8,AM,meltspin,1
4088,B24Ni72Si4,AM,meltspin,1
4089,B28Ni66Si6,AM,meltspin,1
4090,B28Ni68Si4,AM,meltspin,1
4091,B12Ni72Si16,AC,meltspin,0
4092,B14Ni70Si16,AC,meltspin,0
